3000,-63.736
3000.5,-64.114
3001,-65.282
3001.6,-66.453
3002.1,-66.352
3002.6,-65.232
3003.1,-64.17
3003.7,-63.68
3004.2,-63.998
3004.7,-65.126
3005.2,-66.398
3005.8,-66.444
3006.3,-65.317
3006.8,-64.194
3007.3,-63.624
3007.9,-63.819
3008.4,-64.842
3008.9,-66.226
3009.4,-66.592
3009.9,-65.54
3010.5,-64.31
3011,-63.593
3011.5,-63.6
3012,-64.437
3012.6,-65.868
3013.1,-66.708
3013.6,-65.922
3014.1,-64.572
3014.7,-63.636
3015.2,-63.384
3015.7,-63.943
3016.2,-65.276
3016.8,-66.609
3017.3,-66.428
3017.8,-65.059
3018.3,-63.839
3018.8,-63.249
3019.4,-63.434
3019.9,-64.475
3020.4,-66.066
3020.9,-66.841
3021.5,-65.83
3022,-64.335
3022.5,-63.319
3023,-63.031
3023.6,-63.596
3024.1,-65.017
3024.6,-66.637
3025.1,-66.749
3025.7,-65.281
3026.2,-63.788
3026.7,-62.919
3027.2,-62.857
3027.8,-63.718
3028.3,-65.417
3028.8,-67.004
3029.3,-66.659
3029.8,-64.928
3030.4,-63.384
3030.9,-62.555
3031.4,-62.61
3031.9,-63.646
3032.5,-65.547
3033,-67.282
3033.5,-66.833
3034,-64.86
3034.6,-63.122
3035.1,-62.185
3035.6,-62.199
3036.1,-63.232
3036.7,-65.225
3037.2,-67.434
3037.7,-67.495
3038.2,-65.263
3038.7,-63.109
3039.3,-61.856
3039.8,-61.613
3040.3,-62.389
3040.8,-64.199
3041.4,-66.897
3041.9,-68.658
3042.4,-66.592
3042.9,-63.687
3043.5,-61.802
3044,-61.02
3044.5,-61.237
3045,-62.444
3045.6,-64.818
3046.1,-68.444
3046.6,-69.608
3047.1,-65.778
3047.6,-62.662
3048.2,-60.925
3048.7,-60.255
3049.2,-60.504
3049.7,-61.752
3050.3,-64.375
3050.8,-69.098
3051.3,-71.708
3051.8,-66.316
3052.4,-62.571
3052.9,-60.451
3053.4,-59.418
3053.9,-59.303
3054.5,-60.148
3055,-62.187
3055.5,-66.09
3056,-73.716
3056.5,-71.095
3057.1,-64.524
3057.6,-61.054
3058.1,-59.145
3058.6,-58.286
3059.2,-58.28
3059.7,-59.093
3060.2,-60.877
3060.7,-64.207
3061.3,-71.393
3061.8,-77.705
3062.3,-66.101
3062.8,-61.641
3063.4,-59.209
3063.9,-57.844
3064.4,-57.237
3064.9,-57.306
3065.4,-58.077
3066,-59.669
3066.5,-62.399
3067,-67.313
3067.5,-82.357
3068.1,-70.83
3068.6,-63.963
3069.1,-60.557
3069.6,-58.559
3070.2,-57.377
3070.7,-56.757
3071.2,-56.594
3071.7,-56.872
3072.3,-57.617
3072.8,-58.87
3073.3,-60.72
3073.8,-63.422
3074.4,-67.755
3074.9,-76.697
3075.4,-74.376
3075.9,-66.871
3076.4,-63.033
3077,-60.558
3077.5,-58.775
3078,-57.44
3078.5,-56.456
3079.1,-55.752
3079.6,-55.26
3080.1,-54.924
3080.6,-54.728
3081.2,-54.681
3081.7,-54.789
3082.2,-55.032
3082.7,-55.378
3083.3,-55.818
3083.8,-56.367
3084.3,-57.043
3084.8,-57.829
3085.3,-58.68
3085.9,-59.565
3086.4,-60.5
3086.9,-61.51
3087.4,-62.578
3088,-63.632
3088.5,-64.626
3089,-65.613
3089.5,-66.685
3090.1,-67.86
3090.6,-69.062
3091.1,-70.236
3091.6,-71.477
3092.2,-72.966
3092.7,-74.79
3093.2,-76.828
3093.7,-78.841
3094.2,-80.843
3094.8,-83.247
3095.3,-86.394
3095.8,-89.327
3096.3,-89.693
3096.9,-89.046
3097.4,-89.292
3097.9,-90.245
3098.4,-90.766
3099,-90.421
3099.5,-90.194
